datetimeisoformat,ODO_sta,ODO_par1,ODO_par2,ODO_temp,ODO11_sta,ODO11_par1,ODO11_par2,ODO11_temp,PH_sta,PH_par1,PH_par2,PH_temp,C4E_sta,C4E_par1,C4E_par2,C4E_par3,C4E_temp,TUR_sta,TUR_par1,TUR_par2,TUR_par3,TUR_temp
2022-06-02T00:10:11.682296+00:00,0x20,105.782,9.692,19.72,0x20,104.706,9.783,18.78,0x20,8.496,306.871,19.39,0x20,179.511,0.096,90.617,19.37,0x20,9.394,9.394,17.11,19.38
2022-06-02T00:11:10.757567+00:00,0x20,105.757,9.682,19.76,0x20,104.73,9.786,18.78,0x20,8.493,306.905,19.42,0x20,179.454,0.096,90.588,19.39,0x20,9.328,9.328,16.95,19.42
2022-06-02T00:12:11.376263+00:00,0x20,105.767,9.683,19.76,0x20,104.762,9.805,18.7,0x20,8.491,306.924,19.41,0x20,179.569,0.096,90.647,19.38,0x20,9.564,9.564,17.27,19.43
2022-06-02T00:13:11.856105+00:00,0x20,105.788,9.693,19.72,0x20,104.732,9.801,18.7,0x20,8.489,306.933,19.38,0x20,179.703,0.096,90.714,19.36,0x20,10.043,10.043,17.89,19.43
2022-06-02T00:14:10.987632+00:00,0x20,105.753,9.699,19.68,0x20,104.736,9.802,18.7,0x20,8.488,306.952,19.32,0x20,179.967,0.096,90.847,19.29,0x20,9.729,9.729,17.55,19.39
2022-06-02T00:15:11.447618+00:00,0x20,105.736,9.697,19.68,0x20,104.792,9.808,18.69,0x20,8.487,306.982,19.35,0x20,179.961,0.096,90.844,19.29,0x20,10.382,10.382,18.36,19.39
2022-06-02T00:16:10.549682+00:00,0x20,105.698,9.685,19.72,0x20,104.845,9.815,18.69,0x20,8.486,307.016,19.37,0x20,179.836,0.096,90.781,19.33,0x20,10.516,10.516,18.47,19.39
2022-06-02T00:17:11.229636+00:00,0x20,105.694,9.695,19.67,0x20,104.872,9.82,18.67,0x20,8.485,307.029,19.32,0x20,180.049,0.097,90.889,19.28,0x20,10.565,10.565,18.59,19.38
2022-06-02T00:18:11.736226+00:00,0x20,105.724,9.722,19.55,0x20,104.892,9.823,18.67,0x20,8.486,307.022,19.25,0x20,180.381,0.097,91.056,19.18,0x20,10.28,10.28,18.44,19.32
2022-06-02T00:19:11.599165+00:00,0x20,105.715,9.724,19.54,0x20,104.904,9.825,18.67,0x20,8.487,307.017,19.24,0x20,180.405,0.097,91.068,19.18,0x20,10.876,10.876,19.18,19.27
2022-06-02T00:20:10.898498+00:00,0x20,105.703,9.723,19.53,0x20,104.905,9.825,18.67,0x20,8.489,306.989,19.23,0x20,180.305,0.097,91.018,19.18,0x20,10.847,10.847,19.14,19.26
2022-06-02T00:21:11.315516+00:00,0x20,105.722,9.725,19.53,0x20,104.899,9.818,18.7,0x20,8.492,306.932,19.23,0x20,180.29,0.097,91.01,19.18,0x20,10.664,10.664,18.68,19.26
2022-06-02T00:22:10.424841+00:00,0x20,105.751,9.728,19.53,0x20,104.937,9.822,18.69,0x20,8.494,306.88,19.22,0x20,180.244,0.097,90.987,19.18,0x20,10.827,10.827,18.85,19.26
2022-06-02T00:23:10.873954+00:00,0x20,105.767,9.728,19.54,0x20,104.953,9.824,18.69,0x20,8.497,306.819,19.22,0x20,180.162,0.097,90.946,19.18,0x20,10.2,10.2,17.92,19.26
2022-06-02T00:24:10.038018+00:00,0x20,105.842,9.734,19.54,0x20,104.968,9.82,18.72,0x20,8.498,306.777,19.23,0x20,180.151,0.097,90.94,19.18,0x20,10.66,10.66,18.61,19.26
2022-06-02T00:25:10.401838+00:00,0x20,105.864,9.738,19.53,0x20,104.984,9.823,18.71,0x20,8.499,306.745,19.22,0x20,180.062,0.097,90.895,19.18,0x20,10.175,10.175,18,19.26
2022-06-02T00:26:08.644302+00:00,0x20,105.891,9.741,19.53,0x20,104.994,9.824,18.71,0x20,8.501,306.682,19.22,0x20,180.022,0,90.875,19.19,0x20,10.167,10.167,18.06,19.26
2022-06-02T00:27:07.616139+00:00,0x20,105.921,9.744,19.53,0x20,104.991,9.821,18.72,0x20,8.502,306.647,19.22,0x20,179.999,0.096,90.863,19.18,0x20,9.917,9.917,17.76,19.26
2022-06-02T00:28:06.468028+00:00,0x20,105.911,9.743,19.53,0x20,105.002,9.816,18.75,0x20,8.502,306.639,19.22,0x20,180.01,0.096,90.869,19.18,0x20,9.972,9.972,18.04,19.26
2022-06-02T00:29:05.571074+00:00,0x20,105.911,9.738,19.55,0x20,105.043,9.825,18.73,0x20,8.502,306.623,19.23,0x20,180.029,0.096,90.878,19.17,0x20,9.55,9.55,17.54,19.26
2022-06-02T00:30:04.647381+00:00,0x20,105.932,9.745,19.53,0x20,105.065,9.83,18.71,0x20,8.502,306.629,19.22,0x20,180.004,0.096,90.866,19.18,0x20,9.974,9.974,18.37,19.26
2022-06-02T00:31:05.052080+00:00,0x20,105.936,9.745,19.53,0x20,105.07,9.834,18.69,0x20,8.502,306.645,19.22,0x20,179.963,0.096,90.845,19.18,0x20,10.499,10.499,19.29,19.26
2022-06-02T00:32:05.722624+00:00,0x20,105.927,9.744,19.53,0x20,105.07,9.835,18.69,0x20,8.502,306.639,19.22,0x20,179.933,0.096,90.83,19.19,0x20,11.025,11.025,20,19.26
2022-06-02T00:33:04.480168+00:00,0x20,105.933,9.746,19.52,0x20,105.064,9.835,18.69,0x20,8.503,306.64,19.22,0x20,179.977,0.096,90.852,19.18,0x20,12.915,12.915,23.03,19.26
2022-06-02T00:34:03.659479+00:00,0x20,105.916,9.75,19.5,0x20,105.029,9.835,18.67,0x20,8.503,306.622,19.21,0x20,180,0.096,90.864,19.17,0x20,13.889,13.889,24.48,19.26
2022-06-02T00:35:04.174065+00:00,0x20,105.917,9.752,19.49,0x20,105.02,9.835,18.67,0x20,8.503,306.626,19.21,0x20,180.001,0.096,90.864,19.17,0x20,14.924,14.924,26.02,19.24
2022-06-02T00:36:04.861132+00:00,0x20,105.893,9.748,19.49,0x20,105.015,9.835,18.66,0x20,8.503,306.632,19.2,0x20,179.993,0.096,90.861,19.17,0x20,15.243,15.243,26.75,19.24
2022-06-02T00:37:03.746989+00:00,0x20,105.894,9.752,19.48,0x20,105.006,9.834,18.67,0x20,8.503,306.65,19.2,0x20,180.012,0.096,90.87,19.16,0x20,15.265,15.265,26.53,19.23
2022-06-02T00:38:02.622585+00:00,0x20,105.886,9.752,19.47,0x20,104.976,9.831,18.67,0x20,8.503,306.654,19.19,0x20,180.017,0.096,90.872,19.16,0x20,15.475,15.475,26.71,19.2
2022-06-02T00:39:01.620988+00:00,0x20,105.848,9.748,19.47,0x20,104.979,9.831,18.67,0x20,8.503,306.638,19.19,0x20,180.059,0.097,90.894,19.15,0x20,15.336,15.336,26.39,19.2
2022-06-02T00:40:00.781722+00:00,0x20,105.819,9.747,19.47,0x20,104.973,9.831,18.67,0x20,8.503,306.648,19.18,0x20,180.064,0.097,90.897,19.15,0x20,14.852,14.852,25.46,19.19
2022-06-02T00:40:59.918389+00:00,0x20,105.795,9.747,19.46,0x20,104.969,9.831,18.67,0x20,8.503,306.665,19.17,0x20,180.087,0.097,90.908,19.14,0x20,15.301,15.301,26.21,19.18
2022-06-02T00:42:00.420440+00:00,0x20,105.771,9.745,19.45,0x20,104.974,9.831,18.67,0x20,8.502,306.669,19.17,0x20,180.076,0.097,90.902,19.13,0x20,15.029,15.029,25.86,19.17
2022-06-02T00:42:59.601141+00:00,0x20,105.742,9.744,19.45,0x20,104.984,9.833,18.66,0x20,8.502,306.667,19.17,0x20,180.055,0.097,90.892,19.13,0x20,14.056,14.056,24.39,19.17
2022-06-02T00:43:59.824595+00:00,0x20,105.757,9.745,19.45,0x20,104.991,9.833,18.66,0x20,8.502,306.699,19.16,0x20,180.069,0.097,90.899,19.12,0x20,13.45,13.45,23.42,19.16
2022-06-02T00:44:58.863223+00:00,0x20,105.762,9.744,19.45,0x20,104.984,9.832,18.67,0x20,8.502,306.737,19.17,0x20,179.995,0.096,90.861,19.14,0x20,12.374,12.374,21.78,19.17
2022-06-02T00:45:57.700266+00:00,0x20,105.768,9.745,19.45,0x20,104.964,9.83,18.67,0x20,8.501,306.785,19.17,0x20,179.969,0.096,90.848,19.14,0x20,12.249,12.249,21.39,19.17
2022-06-02T00:46:57.795886+00:00,0x20,105.758,9.743,19.46,0x20,104.987,9.832,18.67,0x20,8.501,306.808,19.18,0x20,179.96,0.096,90.844,19.14,0x20,12.625,12.625,22.18,19.17
2022-06-02T00:47:56.618438+00:00,0x20,105.769,9.745,19.45,0x20,104.992,9.832,18.67,0x20,8.501,306.848,19.17,0x20,179.917,0.096,90.822,19.14,0x20,13.085,13.085,22.97,19.17
2022-06-02T00:48:55.662551+00:00,0x20,105.801,9.747,19.46,0x20,104.956,9.829,18.67,0x20,8.5,306.9,19.18,0x20,179.894,0.096,90.81,19.14,0x20,13.294,13.294,23.54,19.17
2022-06-02T00:49:56.046610+00:00,0x20,105.835,9.752,19.45,0x20,104.945,9.826,18.68,0x20,8.5,306.918,19.17,0x20,179.868,0.096,90.797,19.14,0x20,13.346,13.346,23.62,19.17
2022-06-02T00:50:56.770246+00:00,0x20,105.87,9.755,19.45,0x20,104.947,9.827,18.67,0x20,8.5,306.915,19.17,0x20,179.904,0.096,90.816,19.14,0x20,12.546,12.546,22.46,19.17
2022-06-02T00:51:55.451568+00:00,0x20,105.898,9.758,19.45,0x20,104.92,9.825,18.67,0x20,8.5,306.958,19.17,0x20,179.952,0.096,90.84,19.14,0x20,11.876,11.876,21.48,19.16
2022-06-02T00:52:54.543199+00:00,0x20,105.925,9.76,19.45,0x20,104.941,9.827,18.67,0x20,8.499,306.985,19.17,0x20,179.974,0.096,90.851,19.13,0x20,10.952,10.952,19.89,19.16
2022-06-02T00:53:55.104263+00:00,0x20,105.912,9.759,19.45,0x20,104.943,9.827,18.67,0x20,8.499,306.996,19.17,0x20,179.936,0.096,90.832,19.14,0x20,10.266,10.266,18.8,19.17
2022-06-02T00:54:55.754164+00:00,0x20,105.908,9.759,19.45,0x20,104.93,9.825,18.68,0x20,8.499,307,19.17,0x20,179.96,0.096,90.844,19.14,0x20,10.194,10.194,18.61,19.16
2022-06-02T00:55:54.537024+00:00,0x20,105.917,9.76,19.45,0x20,104.942,9.826,18.67,0x20,8.499,306.993,19.17,0x20,179.936,0.096,90.832,19.14,0x20,9.947,9.947,18.19,19.16
2022-06-02T00:56:53.553945+00:00,0x20,105.959,9.763,19.45,0x20,104.919,9.822,18.68,0x20,8.499,307.006,19.17,0x20,179.934,0.096,90.831,19.14,0x20,9.726,9.726,17.77,19.16
2022-06-02T00:57:53.958092+00:00,0x20,106.003,9.768,19.45,0x20,104.872,9.816,18.69,0x20,8.499,307.008,19.17,0x20,179.946,0.096,90.837,19.13,0x20,9.186,9.186,16.86,19.16
2022-06-02T00:58:54.508805+00:00,0x20,106.004,9.768,19.45,0x20,104.886,9.818,18.69,0x20,8.499,307,19.17,0x20,179.984,0.096,90.856,19.12,0x20,8.683,8.683,16,19.16
2022-06-02T00:59:53.612927+00:00,0x20,106.008,9.768,19.45,0x20,104.871,9.818,18.68,0x20,8.499,306.998,19.17,0x20,179.942,0.096,90.835,19.13,0x20,8.713,8.713,16.18,19.16
2022-06-02T01:00:53.844749+00:00,0x20,106.017,9.769,19.45,0x20,104.847,9.814,18.69,0x20,8.498,307.005,19.17,0x20,179.92,0.096,90.823,19.13,0x20,8.833,8.833,16.23,19.16
2022-06-02T01:01:52.690421+00:00,0x20,106.021,9.769,19.45,0x20,104.817,9.811,18.69,0x20,8.498,307.001,19.17,0x20,179.863,0.096,90.795,19.13,0x20,8.883,8.883,16.25,19.16
2022-06-02T01:02:51.480851+00:00,0x20,106.024,9.769,19.45,0x20,104.763,9.806,18.69,0x20,8.497,307.042,19.16,0x20,179.845,0.096,90.786,19.13,0x20,9.007,9.007,16.63,19.16
2022-06-02T01:03:50.500982+00:00,0x20,106.054,9.773,19.45,0x20,104.73,9.804,18.69,0x20,8.496,307.055,19.16,0x20,179.912,0.096,90.82,19.12,0x20,9.04,9.04,16.73,19.16
2022-06-02T01:04:50.799718+00:00,0x20,106.076,9.774,19.45,0x20,104.7,9.803,18.68,0x20,8.495,307.087,19.16,0x20,179.898,0.096,90.813,19.12,0x20,8.968,8.968,16.88,19.16
2022-06-02T01:05:50.015484+00:00,0x20,106.079,9.775,19.45,0x20,104.635,9.798,18.67,0x20,8.495,307.101,19.16,0x20,179.912,0.096,90.82,19.12,0x20,8.694,8.694,16.38,19.16
2022-06-02T01:06:50.594708+00:00,0x20,106.067,9.774,19.45,0x20,104.599,9.795,18.67,0x20,8.494,307.113,19.16,0x20,179.913,0.096,90.82,19.12,0x20,8.522,8.522,16.25,19.16
2022-06-02T01:07:49.469209+00:00,0x20,106.029,9.77,19.45,0x20,104.615,9.797,18.67,0x20,8.494,307.117,19.16,0x20,179.935,0.096,90.831,19.11,0x20,8.33,8.33,15.9,19.16
2022-06-02T01:08:48.560943+00:00,0x20,106.019,9.77,19.44,0x20,104.576,9.793,18.67,0x20,8.494,307.153,19.15,0x20,179.908,0.096,90.818,19.1,0x20,8.386,8.386,15.74,19.16
2022-06-02T01:09:48.987013+00:00,0x20,106.008,9.768,19.45,0x20,104.584,9.794,18.67,0x20,8.494,307.143,19.16,0x20,179.843,0.096,90.785,19.12,0x20,8.497,8.497,15.83,19.16
2022-06-02T01:10:49.511274+00:00,0x20,106.009,9.769,19.45,0x20,104.579,9.793,18.67,0x20,8.494,307.167,19.16,0x20,179.852,0.096,90.789,19.11,0x20,8.235,8.235,15.36,19.16
2022-06-02T01:11:48.387978+00:00,0x20,106.013,9.769,19.44,0x20,104.578,9.794,18.67,0x20,8.494,307.174,19.16,0x20,179.843,0.096,90.785,19.12,0x20,8.257,8.257,15.45,19.16
2022-06-02T01:12:47.605274+00:00,0x20,106.008,9.768,19.45,0x20,104.586,9.794,18.67,0x20,8.495,307.167,19.16,0x20,179.868,0.096,90.798,19.12,0x20,8.22,8.22,15.37,19.16
2022-06-02T01:13:46.430579+00:00,0x20,105.998,9.768,19.45,0x20,104.572,9.788,18.69,0x20,8.496,307.169,19.16,0x20,179.9,0.096,90.814,19.11,0x20,8.117,8.117,15.15,19.16
2022-06-02T01:14:45.591081+00:00,0x20,105.977,9.766,19.44,0x20,104.585,9.791,18.68,0x20,8.497,307.135,19.15,0x20,179.9,0.096,90.814,19.11,0x20,8.223,8.223,15.27,19.16
2022-06-02T01:15:45.855099+00:00,0x20,105.98,9.765,19.45,0x20,104.603,9.791,18.69,0x20,8.497,307.141,19.16,0x20,179.797,0.096,90.761,19.13,0x20,9.31,9.31,16.97,19.16
2022-06-02T01:16:44.619485+00:00,0x20,105.976,9.765,19.45,0x20,104.617,9.792,18.69,0x20,8.497,307.133,19.17,0x20,179.787,0.096,90.756,19.14,0x20,10.866,10.866,19.28,19.16
2022-06-02T01:17:43.557642+00:00,0x20,105.985,9.765,19.45,0x20,104.595,9.795,18.67,0x20,8.496,307.133,19.17,0x20,179.83,0.096,90.778,19.14,0x20,11.509,11.509,20.5,19.16
2022-06-02T01:18:42.577762+00:00,0x20,105.968,9.764,19.45,0x20,104.593,9.795,18.67,0x20,8.497,307.125,19.16,0x20,179.91,0.096,90.819,19.13,0x20,11.778,11.778,21.05,19.16
2022-06-02T01:19:42.811775+00:00,0x20,105.953,9.763,19.45,0x20,104.563,9.794,18.66,0x20,8.497,307.147,19.16,0x20,179.937,0.096,90.832,19.13,0x20,11.916,11.916,21.04,19.16
2022-06-02T01:20:41.716327+00:00,0x20,105.934,9.761,19.45,0x20,104.563,9.796,18.65,0x20,8.497,307.151,19.17,0x20,179.894,0.096,90.811,19.13,0x20,12.976,12.976,22.84,19.16
2022-06-02T01:21:40.585600+00:00,0x20,105.886,9.757,19.45,0x20,104.556,9.793,18.66,0x20,8.497,307.136,19.16,0x20,179.895,0.096,90.811,19.13,0x20,13.964,13.964,24.35,19.16
2022-06-02T01:22:39.534007+00:00,0x20,105.871,9.756,19.45,0x20,104.52,9.789,18.66,0x20,8.497,307.125,19.16,0x20,179.861,0.096,90.794,19.13,0x20,14.695,14.695,25.38,19.16
2022-06-02T01:23:38.456277+00:00,0x20,105.872,9.756,19.45,0x20,104.526,9.79,18.66,0x20,8.497,307.123,19.16,0x20,179.858,0.096,90.793,19.13,0x20,15.746,15.746,26.91,19.16
2022-06-02T01:24:37.529894+00:00,0x20,105.873,9.756,19.45,0x20,104.531,9.788,18.67,0x20,8.497,307.113,19.17,0x20,179.879,0.096,90.803,19.13,0x20,16.009,16.009,27.2,19.16
2022-06-02T01:25:37.860035+00:00,0x20,105.835,9.752,19.45,0x20,104.51,9.786,18.68,0x20,8.498,307.088,19.17,0x20,179.863,0.096,90.795,19.13,0x20,15.217,15.217,26.14,19.16
2022-06-02T01:26:36.868034+00:00,0x20,105.83,9.752,19.45,0x20,104.476,9.78,18.69,0x20,8.498,307.054,19.17,0x20,179.896,0.096,90.811,19.12,0x20,13.744,13.744,23.9,19.16
2022-06-02T01:27:35.690202+00:00,0x20,105.823,9.751,19.45,0x20,104.497,9.781,18.69,0x20,8.498,307.041,19.17,0x20,179.833,0.096,90.78,19.14,0x20,13.143,13.143,22.79,19.16
2022-06-02T01:28:34.443773+00:00,0x20,105.838,9.752,19.45,0x20,104.483,9.779,18.69,0x20,8.498,307.025,19.17,0x20,179.847,0.096,90.787,19.14,0x20,12.918,12.918,22.46,19.16
2022-06-02T01:29:33.619086+00:00,0x20,105.841,9.748,19.47,0x20,104.484,9.779,18.7,0x20,8.499,306.994,19.18,0x20,179.794,0.096,90.76,19.14,0x20,12.633,12.633,22.28,19.18
2022-06-02T01:30:34.245013+00:00,0x20,105.795,9.728,19.55,0x20,104.469,9.776,18.7,0x20,8.498,306.969,19.21,0x20,179.715,0.096,90.72,19.17,0x20,11.967,11.967,21.15,19.21
2022-06-02T01:31:33.384178+00:00,0x20,105.872,9.75,19.48,0x20,104.458,9.773,18.71,0x20,8.498,306.979,19.19,0x20,179.817,0.096,90.771,19.16,0x20,11.42,11.42,20.26,19.21
2022-06-02T01:32:32.576462+00:00,0x20,105.833,9.747,19.47,0x20,104.466,9.772,18.72,0x20,8.498,306.976,19.19,0x20,179.928,0.096,90.828,19.14,0x20,11.309,11.309,20.14,19.2
2022-06-02T01:33:33.151952+00:00,0x20,105.789,9.742,19.48,0x20,104.47,9.773,18.72,0x20,8.497,306.975,19.19,0x20,179.944,0.096,90.836,19.15,0x20,11.02,11.02,19.69,19.2
2022-06-02T01:34:33.792267+00:00,0x20,105.76,9.742,19.46,0x20,104.437,9.768,18.73,0x20,8.497,307.004,19.18,0x20,179.941,0.096,90.834,19.14,0x20,11.991,11.991,20.95,19.2
2022-06-02T01:35:32.799145+00:00,0x20,105.75,9.74,19.47,0x20,104.439,9.764,18.75,0x20,8.497,306.993,19.18,0x20,179.947,0.096,90.837,19.14,0x20,13.089,13.089,22.43,19.18
2022-06-02T01:36:31.564214+00:00,0x20,105.727,9.742,19.45,0x20,104.44,9.763,18.75,0x20,8.497,307.024,19.17,0x20,179.994,0.096,90.861,19.14,0x20,14.344,14.344,24.43,19.17
2022-06-02T01:37:30.622008+00:00,0x20,105.664,9.731,19.48,0x20,104.425,9.762,18.75,0x20,8.497,307.033,19.18,0x20,180.014,0.096,90.871,19.14,0x20,14.813,14.813,25.23,19.19
2022-06-02T01:38:30.927191+00:00,0x20,105.632,9.728,19.48,0x20,104.444,9.763,18.75,0x20,8.497,307.023,19.19,0x20,179.942,0.096,90.835,19.15,0x20,15.049,15.049,25.64,19.2
2022-06-02T01:39:31.510440+00:00,0x20,105.538,9.704,19.55,0x20,104.419,9.761,18.76,0x20,8.495,307.056,19.23,0x20,179.912,0.096,90.82,19.17,0x20,15.115,15.115,25.81,19.25
2022-06-02T01:40:30.635791+00:00,0x20,105.518,9.717,19.48,0x20,104.401,9.758,18.76,0x20,8.494,307.091,19.19,0x20,179.991,0.096,90.859,19.16,0x20,15.568,15.568,26.38,19.23
2022-06-02T01:41:30.959901+00:00,0x20,105.465,9.713,19.47,0x20,104.384,9.758,18.76,0x20,8.494,307.119,19.18,0x20,180.03,0.096,90.879,19.14,0x20,15.576,15.576,26.52,19.2
2022-06-02T01:42:31.525969+00:00,0x20,105.464,9.714,19.47,0x20,104.38,9.757,18.76,0x20,8.495,307.151,19.18,0x20,180.022,0.096,90.875,19.14,0x20,15.419,15.419,26.07,19.19
2022-06-02T01:43:30.650806+00:00,0x20,105.457,9.717,19.45,0x20,104.347,9.754,18.76,0x20,8.495,307.163,19.17,0x20,180.066,0.097,90.897,19.13,0x20,15.374,15.374,26.06,19.18
2022-06-02T01:44:31.291390+00:00,0x20,105.44,9.712,19.47,0x20,104.341,9.754,18.75,0x20,8.495,307.153,19.18,0x20,180.043,0.097,90.886,19.14,0x20,14.964,14.964,25.56,19.18
2022-06-02T01:45:30.533298+00:00,0x20,105.427,9.714,19.45,0x20,104.276,9.746,18.76,0x20,8.495,307.188,19.17,0x20,180.135,0.097,90.932,19.13,0x20,13.913,13.913,24.17,19.17
2022-06-02T01:46:30.870149+00:00,0x20,105.388,9.71,19.45,0x20,104.256,9.741,18.78,0x20,8.495,307.207,19.17,0x20,180.099,0.097,90.914,19.13,0x20,13.638,13.638,23.59,19.17
2022-06-02T01:47:29.685905+00:00,0x20,105.357,9.703,19.47,0x20,104.266,9.741,18.78,0x20,8.495,307.226,19.17,0x20,180.109,0.097,90.919,19.14,0x20,14.044,14.044,24.09,19.19
2022-06-02T01:48:28.546370+00:00,0x20,105.343,9.702,19.47,0x20,104.235,9.744,18.75,0x20,8.495,307.256,19.18,0x20,180.088,0.097,90.908,19.15,0x20,14.686,14.686,25.08,19.19
2022-06-02T01:49:27.397860+00:00,0x20,105.344,9.702,19.47,0x20,104.281,9.764,18.68,0x20,8.496,307.253,19.18,0x20,180.101,0.097,90.915,19.14,0x20,15.32,15.32,25.99,19.19
2022-06-02T01:50:26.676577+00:00,0x20,105.374,9.71,19.45,0x20,104.29,9.766,18.67,0x20,8.497,307.229,19.16,0x20,180.196,0.097,90.963,19.12,0x20,15.278,15.278,25.92,19.17
2022-06-02T01:51:26.917325+00:00,0x20,105.397,9.709,19.46,0x20,104.294,9.767,18.67,0x20,8.498,307.207,19.17,0x20,180.17,0.097,90.95,19.14,0x20,16.049,16.049,27.04,19.18
2022-06-02T01:52:27.486999+00:00,0x20,105.415,9.711,19.46,0x20,104.295,9.767,18.67,0x20,8.498,307.198,19.18,0x20,180.18,0.097,90.955,19.14,0x20,16.171,16.171,27.25,19.18
2022-06-02T01:53:27.015229+00:00,0x20,105.472,9.715,19.46,0x20,104.326,9.769,18.67,0x20,8.498,307.198,19.18,0x20,180.144,0.097,90.937,19.14,0x20,15.665,15.665,26.59,19.17
2022-06-02T01:54:27.771626+00:00,0x20,105.512,9.723,19.45,0x20,104.347,9.771,18.67,0x20,8.498,307.194,19.16,0x20,180.241,0.097,90.986,19.13,0x20,15.03,15.03,25.71,19.16
2022-06-02T01:55:26.645798+00:00,0x20,105.561,9.727,19.45,0x20,104.417,9.778,18.67,0x20,8.498,307.192,19.16,0x20,180.231,0.097,90.98,19.12,0x20,15.796,15.796,26.91,19.16
2022-06-02T01:56:25.439061+00:00,0x20,105.606,9.731,19.45,0x20,104.441,9.781,18.67,0x20,8.498,307.195,19.16,0x20,180.26,0.097,90.995,19.12,0x20,15.735,15.735,26.91,19.16
2022-06-02T01:57:24.513830+00:00,0x20,105.665,9.737,19.45,0x20,104.477,9.785,18.67,0x20,8.498,307.184,19.15,0x20,180.225,0.097,90.977,19.11,0x20,15.122,15.122,26.2,19.16
2022-06-02T01:58:25.010943+00:00,0x20,105.704,9.74,19.45,0x20,104.549,9.791,18.67,0x20,8.498,307.179,19.16,0x20,180.169,0.097,90.949,19.12,0x20,14.396,14.396,25.23,19.16
2022-06-02T01:59:25.806099+00:00,0x20,105.738,9.743,19.45,0x20,104.61,9.798,18.66,0x20,8.498,307.182,19.16,0x20,180.123,0.097,90.926,19.13,0x20,14.517,14.517,25.47,19.16
2022-06-02T02:00:24.527579+00:00,0x20,105.783,9.747,19.45,0x20,104.67,9.803,18.67,0x20,8.498,307.182,19.17,0x20,180.068,0.097,90.898,19.14,0x20,14.524,14.524,25.7,19.16
2022-06-02T02:01:23.610591+00:00,0x20,105.761,9.735,19.5,0x20,104.721,9.807,18.67,0x20,8.497,307.191,19.19,0x20,179.971,0.096,90.85,19.16,0x20,14.04,14.04,24.95,19.18
2022-06-02T02:02:23.877180+00:00,0x20,105.805,9.749,19.45,0x20,104.777,9.815,18.66,0x20,8.497,307.165,19.17,0x20,180.098,0.097,90.914,19.13,0x20,13.75,13.75,24.51,19.17
2022-06-02T02:03:22.703052+00:00,0x20,105.779,9.742,19.47,0x20,104.805,9.819,18.65,0x20,8.497,307.148,19.17,0x20,180.044,0.097,90.886,19.14,0x20,13.702,13.702,24.64,19.18
2022-06-02T02:04:21.511860+00:00,0x20,105.772,9.744,19.46,0x20,104.827,9.82,18.65,0x20,8.497,307.141,19.17,0x20,180.021,0.096,90.875,19.14,0x20,13.471,13.471,24.39,19.18
