datetimeisoformat,O2S_surf,O2D_surf,temp_O2_surf,O2S_deep,O2D_deep,temp_O2_deep,PH,temp_PH,cond25,temp_cond,TU_FTU,TU_TSS,temp_TU
2021-03-31T21:44:20.798044+00:00,90.633,10.087,10.88,76.855,9.28,7.52,8.381,10.83,171.022,10.63,256.218,424.05,10.64
2021-03-31T21:45:19.989247+00:00,90.542,10.093,10.81,76.862,9.281,7.51,8.383,10.8,170.799,10.61,255.975,423.72,10.59
2021-03-31T21:46:19.562073+00:00,90.417,10.095,10.75,76.886,0,7.52,8.385,10.72,170.763,10.52,256.013,424.06,10.51
2021-03-31T21:47:20.253493+00:00,90.317,10.108,10.65,76.898,9.284,7.52,8.389,10.67,170.514,10.48,256.049,424.02,10.41
2021-03-31T21:48:19.413252+00:00,90.169,10.102,10.6,76.906,9.283,7.53,8.395,10.6,170.404,10.39,256.996,425.65,10.38
2021-03-31T21:49:18.743080+00:00,90.051,10.12,10.47,76.916,9.285,7.52,8.4,10.52,170.317,10.27,258.311,428.07,10.26
2021-03-31T21:50:17.907494+00:00,89.947,10.119,10.43,76.915,9.286,7.52,8.404,10.56,169.41,10.37,258.61,428.55,10.24
2021-03-31T21:51:17.397842+00:00,89.833,10.079,10.54,76.919,9.285,7.53,8.407,10.62,168.346,10.53,258.812,429.31,10.33
2021-03-31T21:52:18.075232+00:00,89.814,10.024,10.76,76.92,9.286,7.52,8.408,10.77,167.666,10.65,258.514,428.96,10.5
2021-03-31T21:53:17.545568+00:00,89.886,10.008,10.87,76.915,9.286,7.52,8.41,10.77,167.547,10.66,258.355,428.81,10.53
2021-03-31T21:54:18.368692+00:00,90.026,10.077,10.64,76.907,9.284,7.52,8.412,10.57,168.628,10.32,257.51,427.26,10.38
2021-03-31T21:55:17.541171+00:00,90.102,10.144,10.4,76.906,9.285,7.52,8.413,10.49,168.777,10.22,256.944,426.37,10.22
2021-03-31T21:56:16.731676+00:00,90.105,10.16,10.33,76.893,9.287,7.5,8.413,10.47,168.343,10.27,256.681,425.45,10.13
2021-03-31T21:57:15.883365+00:00,90.037,10.111,10.51,76.88,9.288,7.49,8.414,10.53,167.676,10.41,256.41,425.26,10.26
2021-03-31T21:58:16.842461+00:00,90.005,10.045,10.77,76.877,9.285,7.5,8.412,10.77,166.056,10.88,255.045,422.74,10.5
2021-03-31T21:59:16.079820+00:00,90.015,9.885,11.46,76.866,9.284,7.5,8.409,11.06,164.35,11.41,254.729,422.34,10.86
2021-03-31T22:00:15.672710+00:00,90.162,9.834,11.75,76.869,9.289,7.48,8.406,11.23,164.363,11.51,254.318,421.59,11.05
2021-03-31T22:01:16.773664+00:00,90.36,9.87,11.69,76.869,9.29,7.48,8.403,11.09,166.1,11.17,254.213,421.2,10.92
2021-03-31T22:02:15.941200+00:00,90.596,10.034,11.09,76.854,9.287,7.48,8.402,10.83,168.284,10.66,254.186,421.2,10.65
2021-03-31T22:03:15.409483+00:00,90.605,10.125,10.71,76.864,9.29,7.48,8.401,10.65,169.258,10.41,254.348,421.37,10.48
2021-03-31T22:04:16.272110+00:00,90.617,10.174,0,76.865,9.29,7.48,8.401,10.54,169.895,10.28,254.944,422.38,10.32
2021-03-31T22:05:15.570225+00:00,90.61,10.182,10.48,76.849,9.29,7.47,8.4,10.54,169.753,10.34,255.375,423.18,10.26
2021-03-31T22:06:14.759283+00:00,90.568,10.14,10.63,76.846,9.289,7.47,8.398,10.7,168.948,10.59,255.84,424.19,10.39
2021-03-31T22:07:13.923905+00:00,90.488,10.097,10.78,76.853,9.289,7.47,8.396,10.69,169.047,10.59,256.119,424.54,10.51
2021-03-31T22:08:13.396454+00:00,90.4,10.093,10.75,76.85,9.291,7.47,8.396,10.59,169.53,10.41,257.238,426.45,10.39
2021-03-31T22:09:14.117579+00:00,90.135,10.106,10.57,76.845,9.291,7.46,8.397,10.52,169.476,10.34,257.214,426.64,10.29
2021-03-31T22:10:13.594887+00:00,89.804,10.06,10.61,76.855,9.292,7.46,8.398,10.51,168.764,10.41,257.356,426.94,10.29
2021-03-31T22:11:14.296659+00:00,89.563,10.011,10.7,76.841,9.291,7.46,8.398,10.67,167.649,10.59,257.559,427.42,10.41
2021-03-31T22:12:13.451974+00:00,89.511,9.981,10.81,76.847,9.291,7.46,8.398,10.78,167.199,10.66,257.877,427.85,10.52
2021-03-31T22:13:12.605723+00:00,89.577,9.948,10.98,76.83,9.291,7.46,8.398,10.86,165.9,11.02,257.699,427.54,10.64
2021-03-31T22:14:11.814964+00:00,89.645,9.876,11.32,76.822,9.29,7.45,8.395,10.93,165.283,11.23,257.458,427.42,10.73
2021-03-31T22:15:11.138817+00:00,89.758,9.851,11.48,76.81,9.288,7.46,8.392,10.96,166.173,11.1,257.37,427.16,10.78
2021-03-31T22:16:10.672205+00:00,89.929,9.933,11.21,76.795,9.287,7.45,8.39,10.93,167.198,10.89,257.391,427.15,10.71
2021-03-31T22:17:11.337602+00:00,89.964,9.966,11.08,76.782,9.286,7.45,8.387,10.93,167.6,10.83,257.097,426.73,10.68
2021-03-31T22:18:10.596247+00:00,89.946,9.962,11.09,76.749,9.281,7.45,8.384,10.97,167.621,10.89,256.689,426.38,10.7
2021-03-31T22:19:09.852575+00:00,89.952,9.949,11.15,76.726,9.279,7.45,8.381,10.99,167.899,10.88,256.624,425.96,10.73
2021-03-31T22:20:09.021669+00:00,89.993,9.977,11.05,76.692,9.274,7.45,8.377,10.97,168.475,10.78,256.667,425.96,10.7
2021-03-31T22:21:08.515959+00:00,89.963,9.983,11.01,76.659,9.271,7.45,8.375,10.79,169.072,10.66,256.623,425.97,10.65
2021-03-31T22:22:09.180677+00:00,89.928,9.999,10.93,76.627,9.268,7.45,8.374,10.66,169.588,10.53,255.937,425.15,10.52
2021-03-31T22:23:08.662343+00:00,89.838,10.015,10.82,76.615,9.265,7.45,8.373,10.62,169.927,10.41,256.216,425.67,10.41
2021-03-31T22:24:09.339421+00:00,89.589,9.971,10.88,76.604,9.264,7.45,8.371,10.78,168.897,10.62,256.58,426.14,10.51
2021-03-31T22:25:08.747766+00:00,89.414,9.937,10.95,76.608,9.263,7.46,8.369,10.93,168.028,10.79,256.131,425.6,10.64
2021-03-31T22:26:07.904029+00:00,89.324,9.886,11.12,76.615,9.264,7.46,8.368,11.03,167.24,10.97,255.842,425.15,10.76
2021-03-31T22:27:07.376254+00:00,89.299,9.842,11.3,76.619,9.265,7.46,8.366,11.19,166.46,11.16,255.861,424.95,10.9
2021-03-31T22:28:08.021039+00:00,89.301,9.807,11.45,76.623,9.264,7.46,8.363,11.31,165.68,11.38,255.8,424.79,11.04
2021-03-31T22:29:07.517193+00:00,89.31,9.764,11.65,76.627,9.265,7.46,8.36,11.42,165.707,11.42,255.524,424.36,11.15
2021-03-31T22:30:08.175304+00:00,89.435,9.791,11.59,76.61,9.262,7.46,8.358,11.37,166.648,11.23,255.395,424.36,11.17
2021-03-31T22:31:07.646208+00:00,89.591,9.854,11.39,76.63,9.263,7.47,8.357,11.24,167.636,11.03,255.303,423.72,11.03
2021-03-31T22:32:08.392451+00:00,89.683,9.899,11.24,76.643,9.264,7.47,8.355,11.16,168.304,10.92,255.701,424.08,10.92
2021-03-31T22:33:07.539250+00:00,89.728,9.918,11.18,76.634,9.256,7.5,8.352,11.13,168.617,10.9,255.071,422.78,10.86
2021-03-31T22:34:06.735179+00:00,89.711,9.914,11.19,76.633,9.252,7.52,8.349,11.12,168.328,11.02,254.644,422.17,10.85
2021-03-31T22:35:06.057292+00:00,89.638,9.867,11.35,76.64,9.253,7.52,8.346,11.21,167.934,11.16,254.774,422.3,10.97
2021-03-31T22:36:05.760983+00:00,0,9.821,11.51,76.646,9.252,7.53,8.343,11.32,167.681,11.26,255.214,422.89,11.12
2021-03-31T22:37:06.423839+00:00,89.482,9.797,11.58,76.66,9.254,7.52,8.341,11.34,167.945,11.23,255.22,423.15,11.17
2021-03-31T22:38:05.581875+00:00,89.447,9.804,11.54,76.683,9.256,7.53,8.34,11.3,168.45,11.11,255.172,422.8,11.12
2021-03-31T22:39:04.812353+00:00,89.352,9.823,11.41,76.715,9.257,7.54,8.34,11.25,168.677,11.03,255.343,423.19,11.03
2021-03-31T22:40:04.148236+00:00,89.261,9.835,11.31,76.766,9.263,7.54,8.339,11.22,168.558,11.03,255.552,423.25,10.98
2021-03-31T22:41:03.711465+00:00,89.191,9.826,11.32,76.802,9.265,7.55,8.337,11.22,168.471,11.04,255.606,423.8,10.97
2021-03-31T22:42:04.391269+00:00,89.188,9.804,11.41,76.832,9.269,7.55,8.337,11.21,168.472,11.04,255.169,422.95,10.94
2021-03-31T22:43:03.628063+00:00,89.262,9.803,11.45,76.896,9.279,7.54,8.337,11.23,168.091,11.15,255.754,424.16,11.03
2021-03-31T22:44:02.815795+00:00,89.377,9.812,11.47,76.925,9.28,7.55,8.337,11.24,168.37,11.09,255.97,424.29,11.04
2021-03-31T22:45:02.127410+00:00,89.454,9.855,11.32,76.957,9.285,7.55,8.338,11.21,168.529,11.03,256.445,425.28,10.97
2021-03-31T22:46:01.585049+00:00,89.463,9.876,11.23,76.992,9.289,7.55,8.339,11.17,168.482,11.02,256.598,425.78,10.91
2021-03-31T22:47:02.259401+00:00,89.431,9.876,11.22,77.018,9.291,7.55,8.34,11.16,168.332,11.03,256.64,425.87,10.91
2021-03-31T22:48:01.515823+00:00,89.4,9.846,11.33,77.053,9.296,7.55,8.34,11.21,168.039,11.1,257.201,426.77,10.97
2021-03-31T22:49:00.677925+00:00,89.465,9.852,11.34,77.072,9.297,7.55,8.341,11.21,168.292,11.03,256.574,425.4,10.93
2021-03-31T22:49:59.852902+00:00,89.543,9.869,11.3,77.094,9.3,7.55,8.342,11.06,168.876,10.89,256.932,426.14,10.8
2021-03-31T22:50:59.047336+00:00,89.664,9.978,10.89,77.106,9.302,7.55,8.345,10.79,170.274,10.52,257.337,426.72,10.53
2021-03-31T22:51:58.557464+00:00,89.604,10.032,10.63,77.127,9.304,7.55,8.348,10.69,170.567,10.4,257.397,427.08,10.39
2021-03-31T22:52:59.412159+00:00,89.422,9.996,10.7,77.116,0,7.55,8.349,10.75,169.248,10.65,257.752,427.49,10.51
2021-03-31T22:53:58.621436+00:00,89.205,9.89,11.05,77.129,9.305,7.55,8.349,10.91,167.474,11.04,257.902,427.85,10.73
2021-03-31T22:54:57.935668+00:00,89.088,9.776,11.49,77.155,9.307,7.55,8.347,11.28,165.981,11.41,257.674,427.15,11.18
2021-03-31T22:55:57.394966+00:00,89.108,9.753,11.6,77.176,9.31,7.55,8.346,11.26,167.214,11.11,257.097,426.03,11.05
2021-03-31T22:56:58.069069+00:00,89.225,9.837,11.29,77.17,9.308,7.56,8.347,11,168.835,10.69,257.202,425.97,10.85
2021-03-31T22:57:57.546341+00:00,89.215,9.895,11.03,77.175,9.309,7.55,8.348,10.88,168.828,10.66,256.739,425.62,10.66
2021-03-31T22:58:58.281071+00:00,89.115,9.878,11.06,77.179,9.311,7.55,8.348,10.93,167.683,10.91,257.824,427.65,10.73
2021-03-31T22:59:57.473720+00:00,89,9.773,11.46,77.189,9.311,7.56,8.347,11.05,166.175,11.28,257.255,426.49,10.91
2021-03-31T23:00:56.773266+00:00,89.119,9.736,11.68,77.199,0,7.55,8.344,11.14,166.829,11.16,256.646,425.71,10.92
2021-03-31T23:01:56.013468+00:00,89.378,9.794,11.55,77.192,9.312,7.55,8.341,11.16,167.199,11.12,257.44,426.8,10.94
2021-03-31T23:02:55.638594+00:00,89.408,9.733,11.83,77.203,9.312,7.56,8.337,11.23,166.517,11.36,256.565,425.38,11.16
2021-03-31T23:03:56.506361+00:00,89.4,9.696,11.99,77.222,9.315,7.55,8.332,11.43,166.259,11.51,255.987,424.35,11.37
2021-03-31T23:04:56.065917+00:00,89.37,9.69,12,77.208,9.312,7.56,8.326,11.62,166.197,11.62,256.028,424.43,11.42
2021-03-31T23:05:55.302131+00:00,89.436,9.755,11.75,77.223,9.315,7.56,8.323,11.45,168.08,11.16,256.239,424.85,11.25
2021-03-31T23:06:54.453918+00:00,89.515,9.808,11.55,77.255,9.319,7.55,8.32,11.24,168.696,11.04,256.18,424.99,11.05
2021-03-31T23:07:54.132960+00:00,89.572,9.837,0,77.261,9.318,7.56,8.315,11.18,0,11.04,256.96,425.85,11.01
2021-03-31T23:08:53.336495+00:00,89.527,9.859,11.34,77.29,9.323,7.56,8.311,11.05,169.865,10.79,256.397,424.99,10.79
2021-03-31T23:09:52.699024+00:00,0,9.917,0,77.317,9.326,7.55,8.308,10.82,170.969,10.51,256.376,425,10.53
2021-03-31T23:10:51.959658+00:00,89.131,9.978,10.64,77.341,9.328,7.56,8.308,10.82,171.642,10.29,257.066,426.02,10.37
2021-03-31T23:11:51.221015+00:00,88.84,9.974,10.52,77.341,9.328,7.56,8.31,10.56,171.359,10.29,256.584,425.26,10.29
2021-03-31T23:12:50.732438+00:00,88.431,9.904,10.62,77.382,0,7.55,8.311,10.6,170.162,10.51,256.512,425.12,10.38
2021-03-31T23:13:49.892646+00:00,88.025,9.827,10.75,77.405,9.336,7.56,8.312,10.7,169.689,10.53,257.072,426.21,10.45
2021-03-31T23:14:49.545438+00:00,87.692,9.785,10.78,77.416,9.338,7.56,8.314,10.69,169.293,10.51,256.933,425.97,10.45
2021-03-31T23:15:50.236128+00:00,87.466,9.761,10.77,77.447,9.343,7.55,8.318,10.7,168.725,10.56,256.941,426.13,10.48
2021-03-31T23:16:49.406415+00:00,87.298,9.732,10.82,77.456,9.343,7.56,8.322,10.8,168.016,10.68,257.427,426.61,10.52
2021-03-31T23:17:48.837694+00:00,87.157,9.693,10.92,77.458,9.344,7.55,8.326,10.9,167.245,0,256.979,426.03,10.66
2021-03-31T23:18:48.017163+00:00,87.099,9.655,11.05,77.464,9.344,7.56,8.33,10.99,167.032,10.88,256.971,425.94,10.73
2021-03-31T23:19:47.475851+00:00,87.201,9.669,11.04,77.452,9.343,7.55,8.334,10.94,167.878,10.66,256.922,426.02,10.65
2021-03-31T23:20:48.156036+00:00,87.366,9.717,10.91,77.442,9.343,7.55,8.337,10.85,168.207,10.6,256.416,425.23,10.55
2021-03-31T23:21:47.608867+00:00,87.502,9.733,10.91,77.418,9.339,7.55,8.338,10.83,168.11,10.66,256.667,425.49,10.56
2021-03-31T23:22:48.340501+00:00,87.578,9.644,11.34,77.399,9.338,7.55,8.337,10.86,167.72,10.79,256.803,425.94,10.66
2021-03-31T23:23:47.516973+00:00,87.722,9.628,11.48,77.368,9.337,7.54,8.335,10.93,167.916,10.77,256.467,425.28,10.64
2021-03-31T23:24:46.855940+00:00,87.997,9.731,11.16,77.321,9.333,7.53,8.335,10.85,168.61,10.62,256.13,424.8,10.52
2021-03-31T23:25:46.027913+00:00,88.128,9.8,10.92,77.261,9.327,7.52,8.335,10.76,169.17,10.5,255.851,424.31,10.43
2021-03-31T23:26:45.494321+00:00,88.196,9.865,10.67,77.183,9.316,7.53,8.336,10.65,169.68,10.38,255.125,423.51,10.34
2021-03-31T23:27:46.158724+00:00,88.156,9.907,10.47,77.123,9.31,7.52,8.34,10.52,169.963,10.26,254.331,422.24,10.24
2021-03-31T23:28:45.712286+00:00,88.044,9.927,10.34,77.066,9.304,7.52,8.344,10.47,169.922,10.22,254.128,421.82,10.13
2021-03-31T23:29:46.374814+00:00,87.903,9.902,10.38,77.018,9.306,7.49,8.348,10.53,169.341,10.31,254.629,422.69,10.2
2021-03-31T23:30:45.538085+00:00,87.841,9.883,10.43,76.95,9.306,7.45,8.352,10.51,169.238,10.27,254.933,423,10.18
2021-03-31T23:31:44.812024+00:00,87.813,9.884,10.41,76.877,9.298,7.45,8.357,10.47,169.111,10.26,254.933,423,10.18
2021-03-31T23:32:43.983304+00:00,87.584,9.875,10.34,76.78,9.286,7.45,8.363,10.42,169.318,10.15,254.763,423.03,10.11
2021-03-31T23:33:43.462977+00:00,87.385,9.852,10.34,76.701,9.278,7.44,8.369,10.49,168.533,10.28,254.788,422.93,10.13
2021-03-31T23:34:44.244087+00:00,87.285,9.828,10.39,76.608,9.265,7.45,8.375,10.48,168.345,10.28,254.833,423.18,10.17
2021-03-31T23:35:43.397146+00:00,87.31,9.841,10.35,76.562,9.262,7.44,8.381,10.45,168.398,10.22,254.805,422.98,10.13
2021-03-31T23:36:42.566397+00:00,87.362,9.845,10.36,76.506,9.253,7.45,8.386,10.42,168.437,10.15,255.044,423.39,10.11
2021-03-31T23:37:41.722654+00:00,87.531,9.892,10.24,76.456,9.245,7.45,8.389,10.39,168.339,10.14,255.282,423.61,10.06
2021-03-31T23:38:40.968502+00:00,87.651,9.907,10.23,76.417,9.244,7.44,8.392,10.4,168.24,10.15,255.93,424.79,10.06
2021-03-31T23:39:40.410570+00:00,87.729,9.909,10.26,76.363,9.239,7.43,8.394,10.42,167.98,10.19,255.987,424.96,10.06
2021-03-31T23:40:41.119338+00:00,87.792,9.915,10.26,76.32,9.232,7.44,8.396,10.4,168.067,10.15,255.817,424.66,10.06
2021-03-31T23:41:40.657863+00:00,87.855,9.93,10.23,76.294,9.23,7.44,8.398,10.39,167.949,10.15,255.593,424.37,10.05
2021-03-31T23:42:41.331496+00:00,87.941,9.931,10.27,76.273,9.226,7.44,8.399,10.44,167.445,10.27,256.005,424.6,10.08
2021-03-31T23:43:40.486319+00:00,87.977,9.908,10.38,76.263,9.226,7.44,8.4,10.47,167.415,10.28,256.15,424.86,10.14
2021-03-31T23:44:39.824418+00:00,88.026,9.918,10.36,76.274,9.229,7.43,8.4,10.44,167.652,10.21,256.316,424.87,10.12
2021-03-31T23:45:39.142118+00:00,88.135,9.954,0,76.274,9.229,7.43,8.401,10.42,167.804,10.15,256.588,425.6,10.07
2021-03-31T23:46:38.735866+00:00,0,9.967,10.24,76.25,9.224,7.44,8.401,10.41,167.775,10.15,256.324,425.2,10.06
2021-03-31T23:47:39.399654+00:00,88.251,9.968,10.26,76.224,9.221,7.44,8.401,10.41,167.788,10.15,256.006,424.68,10.06
2021-03-31T23:48:38.777120+00:00,88.31,9.979,10.24,76.215,9.222,7.43,8.401,10.4,167.744,10.15,255.553,423.92,10.05
2021-03-31T23:49:38.022190+00:00,88.337,9.987,10.22,76.184,9.215,7.44,8.401,10.39,167.682,10.15,256.185,425.02,10.03
2021-03-31T23:50:37.764080+00:00,88.35,9.99,10.22,0,9.214,7.45,8.401,10.39,167.624,10.15,256.082,424.87,10.01
2021-03-31T23:51:38.422869+00:00,88.352,9.988,10.23,76.174,9.212,7.45,8.401,10.39,167.557,10.15,256.007,424.93,10.03
2021-03-31T23:52:37.602380+00:00,88.324,9.985,10.22,0,9.21,7.45,8.4,10.39,167.454,10.15,255.342,424.03,10.03
2021-03-31T23:53:36.870171+00:00,88.26,9.981,10.21,76.156,9.211,7.45,8.4,10.38,167.332,10.15,255.423,424.4,10
2021-03-31T23:54:36.095842+00:00,88.225,9.977,10.21,76.145,9.209,7.45,8.4,10.38,167.206,10.15,255.273,424.4,10
2021-03-31T23:55:35.438103+00:00,88.175,9.972,10.21,76.146,9.209,7.45,8.4,10.38,167.152,10.15,255.218,424.18,10
2021-03-31T23:56:34.776920+00:00,88.133,9.965,10.22,76.156,9.211,7.45,8.399,10.39,167.097,10.15,255.741,425.13,10.01
2021-03-31T23:57:34.020929+00:00,88.09,9.96,10.22,76.184,9.213,7.45,8.398,10.39,167.066,10.15,256.366,426.08,10.02
2021-03-31T23:58:33.551839+00:00,88.061,9.957,10.22,76.189,9.214,7.45,8.398,10.38,167.048,10.15,256.481,426.4,10.01
2021-03-31T23:59:34.314852+00:00,88.038,9.955,10.21,76.205,9.215,7.46,8.396,10.38,167.017,10.15,256.078,425.92,10
